trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.05, 'e': 0.99}",30,0,-201.9645657604916,"{0: 15, 1: 3, 2: 8, 3: 2, 4: 2}",0
2,False,"{'a': 0.05, 'e': 0.9801}",20,0,-42.94047124570145,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
3,False,"{'a': 0.05, 'e': 0.970299}",20,0,-103.03270075415665,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
4,False,"{'a': 0.05, 'e': 0.96059601}",25,0,-119.10031522400531,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",0
5,False,"{'a': 0.05, 'e': 0.9509900498999999}",25,0,-186.0881752529118,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
6,False,"{'a': 0.05, 'e': 0.941480149401}",25,9,-50.62728950372359,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 0}",1
7,False,"{'a': 0.05, 'e': 0.9320653479069899}",35,10,-80.97210111258836,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",1
8,False,"{'a': 0.05, 'e': 0.9227446944279201}",20,2,-69.65871128851336,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
9,False,"{'a': 0.05, 'e': 0.9135172474836408}",25,0,-50.54864152865002,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
10,False,"{'a': 0.05, 'e': 0.9043820750088044}",20,0,-116.37816288521462,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
11,False,"{'a': 0.05, 'e': 0.8953382542587164}",20,0,-67.1997599318475,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
12,False,"{'a': 0.05, 'e': 0.8863848717161292}",20,6,-47.093730889414644,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
13,False,"{'a': 0.05, 'e': 0.8775210229989678}",25,0,-67.21246066330986,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
14,False,"{'a': 0.05, 'e': 0.8687458127689782}",25,0,-194.83803389805766,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
15,False,"{'a': 0.05, 'e': 0.8600583546412884}",20,6,-38.354638441844,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
16,False,"{'a': 0.05, 'e': 0.8514577710948755}",30,0,-102.72895892188868,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
17,False,"{'a': 0.05, 'e': 0.8429431933839268}",30,0,-135.10056609790217,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
18,False,"{'a': 0.05, 'e': 0.8345137614500875}",20,0,-238.03692768404184,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 5}",0
19,False,"{'a': 0.05, 'e': 0.8261686238355866}",20,0,-83.49317168315991,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
20,False,"{'a': 0.05, 'e': 0.8179069375972308}",20,0,-133.86670405699647,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
21,False,"{'a': 0.05, 'e': 0.8097278682212584}",20,0,-92.66954810420881,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
22,False,"{'a': 0.05, 'e': 0.8016305895390459}",20,0,-145.78677637542356,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
23,False,"{'a': 0.05, 'e': 0.7936142836436554}",25,0,-36.44740169312059,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
24,False,"{'a': 0.05, 'e': 0.7856781408072188}",20,6,-80.06599199351304,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
25,False,"{'a': 0.05, 'e': 0.7778213593991467}",20,0,-47.708742176235624,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
26,False,"{'a': 0.05, 'e': 0.7700431458051551}",20,0,-140.16075312230961,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
27,False,"{'a': 0.05, 'e': 0.7623427143471035}",25,0,-104.36194756697229,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
28,False,"{'a': 0.05, 'e': 0.7547192872036326}",20,0,-157.45413155742594,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
29,False,"{'a': 0.05, 'e': 0.7471720943315961}",25,1,-52.38341698706528,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 0}",1
30,False,"{'a': 0.05, 'e': 0.7397003733882802}",25,0,-112.91235579825499,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
31,False,"{'a': 0.05, 'e': 0.7323033696543975}",30,14,-30.05068067313156,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
32,False,"{'a': 0.05, 'e': 0.7249803359578534}",25,5,-95.41462474652843,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
33,False,"{'a': 0.05, 'e': 0.7177305325982749}",25,1,-138.725820027806,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 3}",1
34,False,"{'a': 0.05, 'e': 0.7105532272722921}",20,0,-50.818708331785885,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
35,False,"{'a': 0.05, 'e': 0.7034476949995692}",20,0,-74.78082968387903,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
36,False,"{'a': 0.05, 'e': 0.6964132180495735}",20,0,-88.49944038528113,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
37,False,"{'a': 0.05, 'e': 0.6894490858690777}",20,9,-2.5373680249713315,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.05, 'e': 0.682554595010387}",25,0,-69.62820622709057,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.05, 'e': 0.6757290490602831}",20,0,-119.19405476481089,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
40,False,"{'a': 0.05, 'e': 0.6689717585696803}",20,0,-45.78727888327047,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
41,False,"{'a': 0.05, 'e': 0.6622820409839835}",20,7,-14.547512187627605,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
42,False,"{'a': 0.05, 'e': 0.6556592205741436}",20,0,-87.9805436177576,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.05, 'e': 0.6491026283684022}",25,11,-78.35206670567013,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 1}",1
44,False,"{'a': 0.05, 'e': 0.6426116020847181}",30,19,-23.121655167830767,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.05, 'e': 0.6361854860638709}",20,10,-74.21566008022005,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
46,False,"{'a': 0.05, 'e': 0.6298236312032323}",20,10,-29.19618585977292,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
47,False,"{'a': 0.05, 'e': 0.6235253948912}",20,0,-90.47517147759197,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
48,False,"{'a': 0.05, 'e': 0.617290140942288}",20,7,12.213124443351285,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.05, 'e': 0.611117239532865}",20,1,10.990922268510204,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
50,False,"{'a': 0.05, 'e': 0.6050060671375364}",20,0,1.0658793595283755,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
51,False,"{'a': 0.05, 'e': 0.598956006466161}",20,0,-23.98272386932112,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
52,False,"{'a': 0.05, 'e': 0.5929664464014994}",20,0,-76.06513961416935,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
53,False,"{'a': 0.05, 'e': 0.5870367819374844}",20,2,-86.12930025147688,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
54,False,"{'a': 0.05, 'e': 0.5811664141181095}",25,0,-19.552505378230393,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
55,False,"{'a': 0.05, 'e': 0.5753547499769285}",25,0,-121.00872341789375,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
56,False,"{'a': 0.05, 'e': 0.5696012024771592}",30,16,-2.2016525258351436,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
57,False,"{'a': 0.05, 'e': 0.5639051904523875}",20,1,-22.157726584905742,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
58,False,"{'a': 0.05, 'e': 0.5582661385478637}",30,17,-77.10178031240407,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
59,False,"{'a': 0.05, 'e': 0.5526834771623851}",20,11,-63.36165395225252,"{0: 4, 1: 0, 2: 3, 3: 2, 4: 0}",1
60,False,"{'a': 0.05, 'e': 0.5471566423907612}",25,0,22.618124096290945,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.05, 'e': 0.5416850759668536}",30,0,-73.49096037197893,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
62,False,"{'a': 0.05, 'e': 0.536268225207185}",20,0,-33.9641857384802,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
63,False,"{'a': 0.05, 'e': 0.5309055429551132}",30,0,-158.62800468866692,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 4}",0
64,False,"{'a': 0.05, 'e': 0.525596487525562}",25,0,-90.74034516377094,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
65,False,"{'a': 0.05, 'e': 0.5203405226503064}",20,0,-69.8230168519592,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
66,False,"{'a': 0.05, 'e': 0.5151371174238033}",20,0,-17.333830448520942,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
67,False,"{'a': 0.05, 'e': 0.5099857462495653}",20,0,-66.5209028576387,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
68,False,"{'a': 0.05, 'e': 0.5048858887870696}",30,2,-50.300693476452246,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 1}",1
69,False,"{'a': 0.05, 'e': 0.4998370298991989}",35,21,-26.692347344699176,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
70,False,"{'a': 0.05, 'e': 0.49483865960020695}",30,0,-99.88753599632543,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
71,False,"{'a': 0.05, 'e': 0.4898902730042049}",25,0,-38.893657977052264,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
72,False,"{'a': 0.05, 'e': 0.48499137027416284}",25,8,-2.3855016296782114,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
73,False,"{'a': 0.05, 'e': 0.4801414565714212}",25,0,-49.563209440707126,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
74,False,"{'a': 0.05, 'e': 0.47534004200570695}",30,11,-39.911003132041714,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
75,False,"{'a': 0.05, 'e': 0.4705866415856499}",25,2,5.207569517252008,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
76,False,"{'a': 0.05, 'e': 0.46588077516979337}",20,3,-102.4881304053983,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
77,False,"{'a': 0.05, 'e': 0.46122196741809546}",20,0,19.919966041613247,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.05, 'e': 0.4566097477439145}",25,16,-4.7778587727621415,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.05, 'e': 0.45204365026647536}",30,0,-93.75696311906644,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
80,False,"{'a': 0.05, 'e': 0.4475232137638106}",25,0,-119.79906650890952,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
81,False,"{'a': 0.05, 'e': 0.4430479816261725}",35,20,22.112717296222975,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.05, 'e': 0.43861750180991077}",20,2,-47.194495329750275,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
83,False,"{'a': 0.05, 'e': 0.43423132679181164}",25,4,-10.416060596367142,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 0}",1
84,False,"{'a': 0.05, 'e': 0.4298890135238935}",20,0,9.205964970743183,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
85,False,"{'a': 0.05, 'e': 0.4255901233886546}",25,0,-65.70898516284376,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
86,False,"{'a': 0.05, 'e': 0.421334222154768}",20,14,12.5565152191308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.05, 'e': 0.41712087993322033}",20,0,-37.73507605746925,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
88,False,"{'a': 0.05, 'e': 0.41294967113388814}",25,1,9.11705885582117,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.05, 'e': 0.40882017442254925}",20,0,2.0059861036248017,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
90,False,"{'a': 0.05, 'e': 0.4047319726783238}",25,12,-22.426045831958987,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
91,False,"{'a': 0.05, 'e': 0.40068465295154054}",20,0,-16.359295671338014,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
92,False,"{'a': 0.05, 'e': 0.3966778064220251}",25,1,10.82781763112321,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.05, 'e': 0.39271102835780486}",25,18,-28.714285194587063,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
94,False,"{'a': 0.05, 'e': 0.3887839180742268}",20,6,15.754622826674858,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.05, 'e': 0.38489607889348454}",20,0,-43.055797016203,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
96,False,"{'a': 0.05, 'e': 0.38104711810454966}",30,2,8.50600538794987,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.05, 'e': 0.37723664692350417}",20,7,-22.787725743374065,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
98,False,"{'a': 0.05, 'e': 0.37346428045426916}",20,0,4.517129706412138,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
99,False,"{'a': 0.05, 'e': 0.36972963764972644}",20,10,15.715374146342187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.05, 'e': 0.3660323412732292}",25,9,-88.73046778377015,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 2}",1
101,False,"{'a': 0.05, 'e': 0.3623720178604969}",25,11,-8.810386296511405,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.05, 'e': 0.3587482976818919}",35,0,-32.06579260684341,"{0: 32, 1: 0, 2: 0, 3: 2, 4: 1}",0
103,False,"{'a': 0.05, 'e': 0.355160814705073}",20,13,-10.109955052771191,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.05, 'e': 0.35160920655802225}",20,9,17.051406824410893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.05, 'e': 0.348093114492442}",20,0,-11.29540927171579,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
106,False,"{'a': 0.05, 'e': 0.3446121833475176}",25,13,9.503416963666957,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.05, 'e': 0.34116606151404244}",20,2,17.76942202936773,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.05, 'e': 0.337754400898902}",25,15,7.208970035324723,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.05, 'e': 0.334376856889913}",20,0,-46.75568366175062,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
110,False,"{'a': 0.05, 'e': 0.33103308832101386}",20,0,-19.128379069912864,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
111,False,"{'a': 0.05, 'e': 0.3277227574378037}",20,14,10.040827717299116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.05, 'e': 0.3244455298634257}",20,9,7.018556496783303,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.05, 'e': 0.3212010745647914}",25,0,8.930219431710889,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
114,False,"{'a': 0.05, 'e': 0.3179890638191435}",30,0,-57.07196722134843,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
115,False,"{'a': 0.05, 'e': 0.31480917318095203}",20,0,14.626273295780566,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
116,False,"{'a': 0.05, 'e': 0.3116610814491425}",30,19,-6.100473873228821,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
117,False,"{'a': 0.05, 'e': 0.30854447063465107}",25,0,26.096974906371944,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
118,False,"{'a': 0.05, 'e': 0.3054590259283046}",25,0,15.543118540920505,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
119,False,"{'a': 0.05, 'e': 0.30240443566902153}",20,14,-0.8252922319916498,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.05, 'e': 0.2993803913123313}",25,12,10.861017336025274,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.05, 'e': 0.296386587399208}",25,7,15.426934692768242,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.05, 'e': 0.2934227215252159}",20,4,10.409311276135288,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.05, 'e': 0.29048849430996376}",25,14,23.516822932088257,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.05, 'e': 0.2875836093668641}",25,20,9.87621457235653,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.05, 'e': 0.28470777327319546}",30,0,36.22724873612364,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.05, 'e': 0.2818606955404635}",35,15,0.35843341799151296,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
127,False,"{'a': 0.05, 'e': 0.27904208858505886}",25,9,-2.791736452652205,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.05, 'e': 0.2762516676992083}",20,0,-29.604860639450287,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
129,False,"{'a': 0.05, 'e': 0.2734891510222162}",30,22,15.433410417869819,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.05, 'e': 0.27075425951199406}",20,16,4.559824732134754,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.05, 'e': 0.2680467169168741}",25,8,15.41615255224582,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.05, 'e': 0.26536624974770534}",20,0,7.015392977979092,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
133,False,"{'a': 0.05, 'e': 0.2627125872502283}",20,12,-36.24263870605018,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
134,False,"{'a': 0.05, 'e': 0.26008546137772603}",25,0,-38.60933125813266,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
135,False,"{'a': 0.05, 'e': 0.25748460676394874}",20,0,9.252473747890956,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
136,False,"{'a': 0.05, 'e': 0.2549097606963093}",20,15,7.279810115156287,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.05, 'e': 0.2523606630893462}",20,0,-47.59308733288228,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
138,False,"{'a': 0.05, 'e': 0.2498370564584527}",25,11,23.346029454734087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.05, 'e': 0.24733868589386818}",35,8,-9.689637717947496,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
140,False,"{'a': 0.05, 'e': 0.24486529903492948}",30,21,-5.042351862963948,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.05, 'e': 0.2424166460445802}",25,4,-6.623943319740487,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
142,False,"{'a': 0.05, 'e': 0.2399924795841344}",20,0,5.081765529390374,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
143,False,"{'a': 0.05, 'e': 0.23759255478829303}",30,5,-3.868551266085381,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",1
144,False,"{'a': 0.05, 'e': 0.23521662924041012}",25,13,-13.121108674595977,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
145,False,"{'a': 0.05, 'e': 0.232864462948006}",30,0,18.548443173888774,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
146,False,"{'a': 0.05, 'e': 0.23053581831852593}",20,0,13.421158628726598,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
147,False,"{'a': 0.05, 'e': 0.22823046013534068}",20,0,21.845586615714407,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.05, 'e': 0.22594815553398728}",20,7,-15.86897903909846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.05, 'e': 0.2236886739786474}",20,0,-21.011382669429928,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
150,False,"{'a': 0.05, 'e': 0.22145178723886091}",25,12,-56.664237258600295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
151,False,"{'a': 0.05, 'e': 0.2192372693664723}",20,4,-67.26404146139402,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
152,False,"{'a': 0.05, 'e': 0.21704489667280757}",25,10,-27.527477558782714,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
153,False,"{'a': 0.05, 'e': 0.2148744477060795}",30,0,19.252120097977,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
154,False,"{'a': 0.05, 'e': 0.2127257032290187}",20,0,30.364957350447394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.05, 'e': 0.21059844619672852}",20,8,10.884647165721745,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.05, 'e': 0.20849246173476124}",20,12,14.562313820396298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.05, 'e': 0.2064075371174136}",25,15,19.071711686889284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.05, 'e': 0.2043434617462395}",30,12,9.326079352091153,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.05, 'e': 0.2023000271287771}",35,13,25.042156227293503,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.05, 'e': 0.2002770268574893}",35,1,22.672879061851777,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.05, 'e': 0.19827425658891443}",30,1,-58.83741601331038,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 2}",1
162,False,"{'a': 0.05, 'e': 0.19629151402302528}",25,13,9.132699084512907,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.05, 'e': 0.19432859888279502}",35,23,26.986785164293707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.05, 'e': 0.19238531289396707}",20,0,-4.511447356894829,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
165,False,"{'a': 0.05, 'e': 0.1904614597650274}",25,8,-9.086719123253129,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.05, 'e': 0.1885568451673771}",25,17,2.8812188998893955,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.05, 'e': 0.18667127671570335}",20,0,-2.2426094477175695,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
168,False,"{'a': 0.05, 'e': 0.1848045639485463}",25,16,16.60685430141175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.05, 'e': 0.18295651830906084}",25,13,-7.521289625552789,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
170,False,"{'a': 0.05, 'e': 0.18112695312597024}",30,18,23.99441226832911,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.05, 'e': 0.17931568359471053}",30,16,25.442988679010707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.05, 'e': 0.17752252675876343}",25,13,10.238561927724842,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.05, 'e': 0.1757473014911758}",20,10,9.265255424916964,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.05, 'e': 0.173989828476264}",20,0,-59.1840036757313,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
175,False,"{'a': 0.05, 'e': 0.1722499301915014}",25,1,34.392361338952746,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.05, 'e': 0.17052743088958636}",30,12,-12.361188726325825,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
177,False,"{'a': 0.05, 'e': 0.1688221565806905}",20,9,7.238517371569883,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.05, 'e': 0.1671339350148836}",20,15,10.8131664840281,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.05, 'e': 0.16546259566473476}",20,11,15.227241407998672,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.05, 'e': 0.16380796970808742}",25,5,-18.354435573290534,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.05, 'e': 0.16216989001100654}",25,0,19.970544072447787,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
182,False,"{'a': 0.05, 'e': 0.16054819111089647}",25,6,11.856425200710753,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.05, 'e': 0.1589427091997875}",20,0,2.651170242426204,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
184,False,"{'a': 0.05, 'e': 0.15735328210778962}",25,11,22.56599245838531,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.05, 'e': 0.15577974928671173}",30,17,-19.65315619600891,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
